"id" "pid" "Sex" "Race" "Age" "Time" "SES" "PreK" "District_Poverty" "Math" "Reading" "Science" "DCCS" "Numbers_Reversed" "Numbers_Reversed_.W.ability." "time" "time2"
10013982 10013982 "Male" "Hispanic" 63.45 "Fall kindergarten" -0.488 "none" 22 . 46.599 . . . . 0 0
10014085 10014085 "Male" "White" 66.02 "Fall kindergarten" 1.183 "relative" 12 42.3358 57.9818 . 15 114 470 0 0
10014153 10014153 "Male" "White" 64.01 "Fall kindergarten" -0.622 "non-relative" 8 34.7449 55.1004 . 5 123 483 0 0
10014234 10014234 "Male" "Hispanic" 82.06 "Fall kindergarten" -1.09 "center" 37 36.7645 54.1696 . 18 59 403 0 0
10014243 10014243 "Male" "Hispanic" 64.08 "Fall kindergarten" . . 18 26.7865 47.9879 . 15 80 403 0 0
10014343 10014343 "Male" "Hispanic" 61.35 "Fall kindergarten" -0.607 "relative" 31 19.397 35.8305 . 6 . 403 0 0
10014399 10014399 "Male" "White" 67.99 "Fall kindergarten" 1.544 "center" . 39.8919 64.1272 . 17 106 462 0 0
10014673 10014673 "Male" "Hispanic" 70.59 "Fall kindergarten" -0.962 "relative" 32 24.0708 41.9816 . 14 74 403 0 0
10014728 10014728 "Male" "White" 70.45 "Fall kindergarten" 0.5476 "non-relative" 22 27.0472 44.3872 . 16 78 410 0 0
10014739 10014739 "Female" "White" 63.42 "Fall kindergarten" . . 23 17.7501 39.3071 . 17 81 403 0 0
10014985 10014985 "Female" "other" 68.48 "Fall kindergarten" -0.289 "center" . 37.131 74.0107 . 15 77 403 0 0
10015162 10015162 "Female" "Black" 65.69 "Fall kindergarten" -1.28 . 36 25.4508 50.3068 . 15 79 403 0 0
10015223 10015223 "Female" "Hispanic" 72.16 "Fall kindergarten" . . 24 25.4762 43.1931 . 15 72 403 0 0
10015228 10015228 "Female" "White" 65.69 "Fall kindergarten" 0.4265 "center" . 40.2594 54.7336 . 15 79 403 0 0
10015237 10015237 "Male" "White" 63.78 "Fall kindergarten" -0.025 . . 28.8938 58.5409 . 14 112 462 0 0
10015244 10015244 "Male" "White" 61.45 "Fall kindergarten" -1.45 "center" 27 15.4777 39.5119 . 10 . 403 0 0
10015256 10015256 "Female" "other" 70.42 "Fall kindergarten" 0.5718 "center" . 35.1948 50.8084 . 18 75 403 0 0
10015311 10015311 "Female" "White" 64.47 "Fall kindergarten" 0.2398 "none" 5 30.3297 47.2357 . 15 105 448 0 0
10015332 10015332 "Male" "White" 70.22 "Fall kindergarten" -0.301 "center" 4 42.9891 47.9501 . 18 96 448 0 0
10015382 10015382 "Male" "White" 76.64 "Fall kindergarten" 1.04 "center" . 41.3883 52.7506 . 16 74 419 0 0
10015437 10015437 "Male" "Hispanic" 69.24 "Fall kindergarten" . . 27 28.162 45.795 . 16 76 403 0 0
10015590 10015590 "Male" "other" 70.72 "Fall kindergarten" 0.769 "center" 10 36.9877 56.0077 . 10 95 448 0 0
10015668 10015668 "Female" "Asian" 72.2 "Fall kindergarten" 0.8464 "none" 8 32.8094 66.4395 . 18 111 476 0 0
10015672 10015672 "Male" "Black" 73.91 "Fall kindergarten" 0.9267 . 7 32.6999 54.7014 . 16 92 448 0 0
10015725 10015725 "Female" "Hispanic" 72.36 "Fall kindergarten" . . 32 30.5361 53.3778 . 14 72 403 0 0
10015837 10015837 "Female" "White" 61.91 "Fall kindergarten" -0.625 "center" 17 24.8047 50.6874 . 15 . 403 0 0
10015871 10015871 "Male" "Hispanic" . "Fall kindergarten" -1.12 "none" 27 . . . . . . 0 0
10015901 10015901 "Male" "other" . "Fall kindergarten" 0.8651 "none" 38 . . . . . . 0 0
10015936 10015936 "Female" "White" 60.23 "Fall kindergarten" -0.336 . 7 20.9412 39.653 . 17 . 403 0 0
10015962 10015962 "Female" "Hispanic" 61.97 "Fall kindergarten" -1.28 "none" 17 33.3727 49.3393 . 17 . 403 0 0
10015990 10015990 "Male" "Hispanic" 68.55 "Fall kindergarten" -0.837 "center" 51 43.1251 58.5615 . 15 105 462 0 0
10016012 10016012 "Female" "Black" 68.45 "Fall kindergarten" -0.754 "center" 21 26.9469 53.2314 . 16 77 403 0 0
10016021 10016021 "Female" "White" 62.14 "Fall kindergarten" 0.7573 "center" 3 41.3123 61.3169 . 16 118 470 0 0
10016089 10016089 "Male" "White" 72.89 "Fall kindergarten" 0.5884 "center" 7 37.3191 90.8024 . 15 110 476 0 0
10016151 10016151 "Male" "White" 73.94 "Fall kindergarten" -0.099 "center" 24 31.4221 46.8051 . 17 70 403 0 0
10016183 10016183 "Female" "other" 67.33 "Fall kindergarten" -0.388 "relative" 10 20.0247 45.6477 . 15 78 403 0 0
10016232 10016232 "Female" "Asian" 62.47 "Fall kindergarten" -0.75 "center" 14 25.7804 49.4124 . 15 . 403 0 0
10016242 10016242 "Male" "White" 62.24 "Fall kindergarten" 0.1909 "none" . 41.0119 60.1706 . 17 108 448 0 0
10016267 10016267 "Female" "White" 69.21 "Fall kindergarten" 0.1822 "center" 23 25.169 46.594 . 15 76 403 0 0
10016360 10016360 "Male" "Black" 69.86 "Fall kindergarten" 0.5003 "center" 19 43.0746 55.8597 . 17 117 483 0 0
10016448 10016448 "Male" "White" 70.36 "Fall kindergarten" 0.1537 "center" 12 38.3072 55.4845 . 17 96 448 0 0
10016466 10016466 "Female" "Black" 67.13 "Fall kindergarten" -0.686 "none" 36 29.3735 46.6284 . 16 78 403 0 0
10016489 10016489 "Female" "Black" 69.7 "Fall kindergarten" -1.28 . . 44.8952 60.6068 . 15 122 489 0 0
10016553 10016553 "Female" "Black" 68.68 "Fall kindergarten" -0.844 "none" 38 18.908 44.332 . 15 76 403 0 0
10016696 10016696 "Female" "White" 65.92 "Fall kindergarten" 0.7577 "center" . 48.1464 57.3446 . 14 109 462 0 0
10016848 10016848 "Female" "Asian" 63.85 "Fall kindergarten" 0.8729 "center" 9 25.4099 44.5157 . 16 89 419 0 0
10016865 10016865 "Female" "White" 62.24 "Fall kindergarten" 0.0227 "center" 9 22.6049 42.2761 . 15 . 403 0 0
10016909 10016909 "Female" "Black" 72.79 "Fall kindergarten" -1.05 "center" 44 31.5283 57.4056 . 15 71 403 0 0
10016916 10016916 "Male" "Hispanic" 61.15 "Fall kindergarten" -1.17 "relative" 34 17.5118 39.8757 . 15 . 403 0 0
10016921 10016921 "Male" "White" 62.76 "Fall kindergarten" 0.8088 "center" 29 40.4027 61.4839 . 10 117 470 0 0
10016929 10016929 "Female" "Black" 63.55 "Fall kindergarten" -1.02 "relative" 11 24.361 49.7218 . 14 81 403 0 0
10016965 10016965 "Female" "White" . "Fall kindergarten" . . 8 . . . . . . 0 0
10016975 10016975 "Female" "Black" 69.5 "Fall kindergarten" -0.825 "relative" 37 27.1019 47.0567 . 15 76 403 0 0
10016985 10016985 "Male" "White" 74.43 "Fall kindergarten" 0.2218 "center" 9 40.0112 63.1331 . 17 104 470 0 0
10017000 10017000 "Male" "White" 72.92 "Fall kindergarten" 1.141 "center" 10 58.149 58.8164 . 18 124 496 0 0
10017021 10017021 "Female" "Asian" 60.53 "Fall kindergarten" -0.098 "center" 15 24.7446 44.8746 . 16 116 462 0 0
10017142 10017142 "Female" "White" 68.12 "Fall kindergarten" 0.6968 "center" . 38.372 57.1969 . 16 123 489 0 0
10017197 10017197 "Male" "White" 72.62 "Fall kindergarten" -0.621 "relative" 16 30.4662 45.5712 . 9 71 403 0 0
10017262 10017262 "Male" "Asian" 65.23 "Fall kindergarten" . . 21 47.6423 45.5428 . 15 103 448 0 0
10017298 10017298 "Male" "Hispanic" 68.28 "Fall kindergarten" -0.884 "center" . 22.5371 42.2998 . 15 77 403 0 0
10017378 10017378 "Male" "White" 62.37 "Fall kindergarten" -0.122 "center" . 47.3849 70.9824 . 14 125 483 0 0
10017383 10017383 "Female" "Asian" 60.3 "Fall kindergarten" . . 9 30.8651 47.2209 . 14 . 403 0 0
10017401 10017401 "Male" "White" 64.44 "Fall kindergarten" -0.074 "none" 17 23.2144 47.9753 . 15 80 403 0 0
10017481 10017481 "Female" "Black" 68.19 "Fall kindergarten" 0.6214 "center" . 52.1917 87.2468 . 15 99 448 0 0
10017490 10017490 "Female" "Asian" . "Fall kindergarten" 1.181 "center" 10 . . . . . . 0 0
10017558 10017558 "Male" "White" 56.75 "Fall kindergarten" 0.6029 "center" . 43.079 56.0635 . 16 113 448 0 0
10017577 10017577 "Male" "White" 72.66 "Fall kindergarten" 0.5305 "center" 24 29.3666 57.163 . 15 71 403 0 0
10017595 10017595 "Male" "White" 70.82 "Fall kindergarten" 1.281 "center" 15 49.9134 70.4697 . 16 74 403 0 0
10017621 10017621 "Male" "White" 64.57 "Fall kindergarten" 1.965 "center" . 50.774 63.0449 . 15 111 462 0 0
10017839 10017839 "Female" "White" 72.62 "Fall kindergarten" -1.15 "relative" . 38.8946 57.0768 . 15 100 462 0 0
10017843 10017843 "Female" "Black" 67.63 "Fall kindergarten" . . 24 13.9625 39.0514 . 3 77 403 0 0
10017929 10017929 "Male" "White" 69.67 "Fall kindergarten" -0.17 "center" 17 35.0535 53.5848 . 15 86 426 0 0
10017947 10017947 "Male" "White" 69.96 "Fall kindergarten" -0.008 "center" 19 34.4072 56.0659 . 17 75 403 0 0
10018037 10018037 "Male" "Hispanic" 72.16 "Fall kindergarten" 0.2518 "center" 21 34.5862 54.516 . 16 101 462 0 0
10018150 10018150 "Male" "other" 67.13 "Fall kindergarten" 0.3793 "center" 22 32.9379 56.2229 . 14 100 448 0 0
10000041 10000041 "Male" "White" 72.23 "Spring kindergarten" 1.223 "center" 5 77.5583 107.7712 43.2846 17 120 489 1 0.5
10000118 10000118 "Male" "White" 68.32 "Spring kindergarten" 1.015 "center" 13 58.5958 83.1573 28.2578 15 115 476 1 0.5
10000131 10000131 "Female" "White" . "Spring kindergarten" 0.2251 . 45 . . . . . . 1 0.5
10000141 10000141 "Female" "White" 69.07 "Spring kindergarten" 1.614 "center" 36 52.4021 67.1446 36.7397 17 98 448 1 0.5
10000181 10000181 "Male" "White" 83.51 "Spring kindergarten" 1.194 "center" . 64.613 85.4093 43.3007 17 100 476 1 0.5
10000207 10000207 "Female" "Hispanic" 77.62 "Spring kindergarten" . . 22 52.4723 91.4914 31.9136 17 105 476 1 0.5
10000214 10000214 "Female" "White" 75.62 "Spring kindergarten" 0.8916 "center" 3 49.2516 68.5548 37.5909 17 90 448 1 0.5
10000216 10000216 "Female" "White" 77.52 "Spring kindergarten" . . . 56.1627 75.6644 43.1909 14 73 419 1 0.5
10000258 10000258 "Male" "White" 64.18 "Spring kindergarten" -0.318 "none" 24 22.0596 44.7073 29.076 18 80 403 1 0.5
10000298 10000298 "Male" "White" 72.1 "Spring kindergarten" 0.9403 "center" . 48.5828 64.9929 28.1427 15 94 448 1 0.5
10000417 10000417 "Male" "other" 77.92 "Spring kindergarten" -0.79 "center" 11 37.8392 54.0359 29.4987 17 105 476 1 0.5
10000479 10000479 "Female" "Hispanic" 63.88 "Spring kindergarten" -0.848 "center" 28 31.2943 56.3625 21.6302 15 80 403 1 0.5
10000561 10000561 "Male" "Asian" 75.16 "Spring kindergarten" 0.3445 "center" . 68.0685 68.3183 25.6484 15 91 448 1 0.5
10000585 10000585 "Female" "White" 78.77 "Spring kindergarten" 0.4259 "center" . 80.911 92.6153 39.4528 18 114 489 1 0.5
10000623 10000623 "Female" "White" 70.29 "Spring kindergarten" -0.082 "non-relative" 10 53.4141 67.9975 41.5565 18 113 476 1 0.5
10000760 10000760 "Male" "White" 69.63 "Spring kindergarten" 0.7129 "center" . 33.869 41.4303 31.1497 17 75 403 1 0.5
10000772 10000772 "Female" "Hispanic" 72.72 "Spring kindergarten" 1.149 "center" . 49.5662 69.4946 32.1052 15 93 448 1 0.5
10000854 10000854 "Female" "White" 80.94 "Spring kindergarten" 0.1971 . . 40.9221 57.3916 30.4054 15 78 435 1 0.5
10000902 10000902 "Male" "White" 74.73 "Spring kindergarten" 0.1284 "center" 12 54.5933 101.8528 41.9329 17 117 489 1 0.5
10000934 10000934 "Male" "Black" 71.18 "Spring kindergarten" -0.069 "center" 16 54.0379 82.2282 30.9624 15 121 489 1 0.5
10000959 10000959 "Female" "White" 71.01 "Spring kindergarten" 0.0347 "none" . 65.3874 101.0518 47.6438 18 112 476 1 0.5
10001046 10001046 "Male" "White" 80.25 "Spring kindergarten" -0.426 "center" 19 66.311 100.3677 51.6108 16 98 470 1 0.5
10001111 10001111 "Female" "White" 73.41 "Spring kindergarten" -0.75 "relative" 11 29.4106 48.7283 33.6896 15 71 403 1 0.5
10001131 10001131 "Female" "White" 77.82 "Spring kindergarten" 1.64 "center" . 67.8533 77.2584 49.834 16 105 476 1 0.5
10001235 10001235 "Male" "Asian" 74.76 "Spring kindergarten" . . . 54.6361 67.2214 36.2351 15 112 483 1 0.5
10001258 10001258 "Male" "other" 66.15 "Spring kindergarten" . . 18 47.1028 64.0665 20.2856 17 109 462 1 0.5
10001315 10001315 "Female" "White" 78.35 "Spring kindergarten" -0.511 "none" 12 59.0072 71.909 37.9532 18 100 470 1 0.5
10001456 10001456 "Male" "Hispanic" 70.52 "Spring kindergarten" -0.043 "center" 28 49.0453 70.4013 30.2586 15 102 462 1 0.5
10001546 10001546 "Female" "Hispanic" 73.78 "Spring kindergarten" -1.01 "none" 45 32.4761 49.9363 24.9395 15 70 403 1 0.5
10001684 10001684 "Female" "White" 76.01 "Spring kindergarten" 0.7181 "center" 4 52.0773 68.995 36.2784 15 107 476 1 0.5
10001685 10001685 "Male" "White" 79.96 "Spring kindergarten" -0.164 "relative" 27 38.5099 69.9162 38.3643 15 98 470 1 0.5
10001725 10001725 "Female" "White" 73.91 "Spring kindergarten" -0.673 "center" 26 42.4029 57.4515 37.7242 16 99 462 1 0.5
10001751 10001751 "Male" "White" 71.8 "Spring kindergarten" -0.79 "center" 26 43.5527 61.4658 25.7948 15 94 448 1 0.5
10001826 10001826 "Male" "Hispanic" 78.08 "Spring kindergarten" -1.14 "center" 32 27.6869 56.6566 20.4322 15 81 435 1 0.5
10001859 10001859 "Female" "Asian" . "Spring kindergarten" 0.3595 "relative" 12 . . . . . . 1 0.5
10001938 10001938 "Female" "Hispanic" 68.48 "Spring kindergarten" -0.521 "center" 27 55.0627 67.3604 29.7635 15 123 489 1 0.5
10002058 10002058 "Female" "Black" 77.82 "Spring kindergarten" . . 10 42.3726 82.1003 25.9841 10 88 448 1 0.5
10002091 10002091 "Female" "White" 74.01 "Spring kindergarten" -0.331 "center" 24 32.3207 58.6967 21.8608 6 99 462 1 0.5
10002203 10002203 "Female" "White" 68.88 "Spring kindergarten" 1.266 "center" 10 42.1007 73.0828 35.1627 16 114 476 1 0.5
10002242 10002242 "Female" "White" . "Spring kindergarten" . . 16 . . . . . . 1 0.5
10002324 10002324 "Female" "other" 75.12 "Spring kindergarten" 0.215 "relative" 12 28.8357 54.3283 20.8361 7 68 403 1 0.5
10002392 10002392 "Female" "Hispanic" 68.91 "Spring kindergarten" 0.0448 "center" . 61.2752 76.4583 35.3608 14 127 496 1 0.5
10002533 10002533 "Male" "White" 74.79 "Spring kindergarten" -0.978 "non-relative" 24 59.5894 75.528 35.1662 15 108 476 1 0.5
10002549 10002549 "Male" "Black" 76.93 "Spring kindergarten" -0.686 "none" 25 43.863 70.3862 29.429 17 106 476 1 0.5
10002552 10002552 "Female" "Hispanic" 69.4 "Spring kindergarten" -0.734 "none" 16 41.9997 69.729 29.9574 15 105 462 1 0.5
10002610 10002610 "Male" "White" 78.74 "Spring kindergarten" 0.6137 "center" 3 53.2751 83.1573 45.3016 15 95 462 1 0.5
10002622 10002622 "Male" "Black" 77.79 "Spring kindergarten" . . . 54.6433 49.7097 27.13 17 88 448 1 0.5
10002744 10002744 "Female" "Black" . "Spring kindergarten" -0.453 "none" . . . . . . . 1 0.5
10002902 10002902 "Female" "White" 76.54 "Spring kindergarten" -0.518 "none" 15 52.6362 68.1848 36.8708 17 89 448 1 0.5
10002934 10002934 "Female" "Asian" 71.47 "Spring kindergarten" 0.6596 "center" 8 12.9346 49.0959 25.9634 17 74 403 1 0.5
10002948 10002948 "Male" "White" 75.81 "Spring kindergarten" -0.423 "center" 22 51.1213 64.4702 39.2321 17 97 462 1 0.5
10002949 10002949 "Male" "Hispanic" 75.78 "Spring kindergarten" -0.488 "center" 10 30.2249 52.3705 27.1696 15 83 435 1 0.5
10003000 10003000 "Female" "Hispanic" 69.01 "Spring kindergarten" -0.432 "relative" 23 38.5271 67.4402 22.2045 16 118 483 1 0.5
10003048 10003048 "Male" "White" 73.74 "Spring kindergarten" . . 30 37.8392 64.0988 37.8455 14 92 448 1 0.5
10003176 10003176 "Female" "White" 75.32 "Spring kindergarten" -0.006 "center" 15 45.5775 56.4735 34.9451 15 108 476 1 0.5
10003242 10003242 "Male" "White" 76.24 "Spring kindergarten" . . 15 46.8232 73.5231 37.4294 15 102 470 1 0.5
10003251 10003251 "Female" "Hispanic" 69.96 "Spring kindergarten" -0.793 "center" 32 28.5631 52.1473 28.32 15 75 403 1 0.5
10003286 10003286 "Female" "other" 67.56 "Spring kindergarten" -0.77 "center" 36 48.0003 78.5867 27.531 17 111 470 1 0.5
10003385 10003385 "Female" "White" 71.38 "Spring kindergarten" -0.528 "relative" 26 41.1628 64.7132 32.0398 15 121 489 1 0.5
10003496 10003496 "Male" "White" 72.59 "Spring kindergarten" -0.58 "none" . 52.9905 58.7467 27.5714 17 105 470 1 0.5
10003541 10003541 "Male" "other" 72.26 "Spring kindergarten" -0.75 "center" 23 38.3797 56.1348 32.1468 15 72 403 1 0.5
10003613 10003613 "Male" "White" 71.93 "Spring kindergarten" -0.605 "none" 23 56.9782 68.2606 36.7165 16 106 470 1 0.5
10003623 10003623 "Female" "White" 68.61 "Spring kindergarten" -0.048 "center" 14 53.6076 109.2306 36.5836 16 105 462 1 0.5
10003798 10003798 "Male" "White" 69.86 "Spring kindergarten" -0.944 "relative" 22 21.9599 44.1977 27.2828 16 75 403 1 0.5
10003960 10003960 "Female" "White" 76.57 "Spring kindergarten" -0.844 "none" 3 37.9629 62.5001 31.275 15 74 419 1 0.5
10003991 10003991 "Female" "White" 77.95 "Spring kindergarten" 0.0776 "none" 19 68.1575 109.035 42.399 18 88 448 1 0.5
10004130 10004130 "Male" "Hispanic" . "Spring kindergarten" 0.0943 "center" 16 . . . . . . 1 0.5
10004135 10004135 "Male" "Black" 69.44 "Spring kindergarten" 0.0426 . 20 54.9839 65.0266 37.7785 15 114 476 1 0.5
10004232 10004232 "Female" "Hispanic" 73.38 "Spring kindergarten" -0.152 "non-relative" 41 39.0292 60.8444 34.5057 15 87 435 1 0.5
10004234 10004234 "Male" "other" . "Spring kindergarten" 0.9662 . . . . . . . . 1 0.5
10004265 10004265 "Female" "Black" 76.21 "Spring kindergarten" 0.0388 "relative" 10 37.5713 60.3495 33.0656 16 75 419 1 0.5
10004267 10004267 "Male" "White" 78.87 "Spring kindergarten" -0.795 "center" 31 53.1504 61.0389 38.3888 15 87 448 1 0.5
10004324 10004324 "Male" "White" 75.72 "Spring kindergarten" -0.844 "center" 31 57.9638 69.0664 44.3051 15 90 448 1 0.5
10004346 10004346 "Female" "Black" 78.64 "Spring kindergarten" -1.02 "center" 38 59.2894 75.3013 37.1619 15 104 476 1 0.5
10004377 10004377 "Male" "White" 71.7 "Spring kindergarten" -0.819 "center" . 49.2218 66.5373 42.0706 15 72 403 1 0.5
10004389 10004389 "Female" "White" 76.87 "Spring kindergarten" 0.8692 "center" . 49.2975 69.3663 30.2134 15 89 448 1 0.5
10004399 10004399 "Male" "White" 72.72 "Spring kindergarten" 2.011 "center" 25 39.7409 72.5813 39.1203 6 79 419 1 0.5
10004591 10004591 "Female" "Black" 70.29 "Spring kindergarten" . . 38 24.3831 49.2238 19.4318 13 75 403 1 0.5
10004733 10004733 "Female" "Hispanic" 78.67 "Spring kindergarten" -0.662 "none" 17 52.5753 71.3933 31.6254 15 99 470 1 0.5
10004767 10004767 "Male" "White" 71.77 "Spring kindergarten" -0.165 "center" . 63.0436 70.2527 47.6438 17 115 483 1 0.5
10004824 10004824 "Female" "Hispanic" 75.55 "Spring kindergarten" . . 31 60.248 67.2083 31.927 16 71 410 1 0.5
10004837 10004837 "Male" "White" 75.98 "Spring kindergarten" 0.9711 "center" 5 82.7908 81.6848 32.3003 17 107 476 1 0.5
10004843 10004843 "Male" "Hispanic" . "Spring kindergarten" -1.25 "none" 38 . . . . . . 1 0.5
10004849 10004849 "Male" "White" 79.92 "Spring kindergarten" 0.1634 "center" 15 74.7876 76.3146 45.6239 18 98 470 1 0.5
10004872 10004872 "Male" "other" 71.41 "Spring kindergarten" -0.066 "center" 13 27.0497 56.6408 29.468 18 108 470 1 0.5
10004974 10004974 "Female" "Hispanic" 74.89 "Spring kindergarten" 0.0094 "relative" 19 60.664 69.9683 31.482 17 108 476 1 0.5
10004988 10004988 "Male" "White" 80.05 "Spring kindergarten" -0.592 "none" 38 42.12 61.8867 28.7271 17 61 403 1 0.5
10005035 10005035 "Male" "White" 80.65 "Spring kindergarten" -1.56 "center" 15 67.754 74.8941 27.6525 18 112 489 1 0.5
10005386 10005386 "Male" "Black" 66.64 "Spring kindergarten" -0.047 "relative" 28 58.9092 61.6642 36.6103 16 113 470 1 0.5
10005504 10005504 "Male" "White" 70.98 "Spring kindergarten" 0.2353 "center" 12 61.9194 76.8474 50.0072 18 108 470 1 0.5
10005524 10005524 "Male" "Asian" 67.63 "Spring kindergarten" 1.194 . 12 39.5269 51.4752 24.4556 17 77 403 1 0.5
10005571 10005571 "Male" "Black" 72.39 "Spring kindergarten" -0.265 "relative" 31 39.2355 52.1588 30.1779 17 106 470 1 0.5
10005787 10005787 "Male" "Hispanic" 72.59 "Spring kindergarten" -0.565 "none" 37 48.0665 52.8159 21.7447 16 79 419 1 0.5
10005868 10005868 "Female" "Black" 70.98 "Spring kindergarten" -1.09 "relative" 23 31.7583 57.8017 32.8668 14 89 435 1 0.5
10005897 10005897 "Male" "White" 66.41 "Spring kindergarten" 0.3114 "center" 13 39.204 69.9435 29.0596 10 95 435 1 0.5
10005906 10005906 "Female" "Asian" 76.67 "Spring kindergarten" -0.449 "center" 15 41.5068 70.0055 20.3287 17 121 496 1 0.5
10006060 10006060 "Male" "White" 67.27 "Spring kindergarten" . . 10 39.3521 53.5505 32.0823 15 117 476 1 0.5
10006076 10006076 "Male" "White" 86.4 "Spring kindergarten" -0.049 "center" 34 39.8012 61.8162 44.0716 15 53 403 1 0.5
10006090 10006090 "Male" "other" 70.09 "Spring kindergarten" -0.075 "none" 32 37.5085 62.6611 22.6416 14 75 403 1 0.5
10006287 10006287 "Male" "Hispanic" 73.02 "Spring kindergarten" . . 25 56.5699 64.0722 34.508 15 100 462 1 0.5
10006334 10006334 "Male" "Hispanic" 75.88 "Spring kindergarten" -0.761 "none" 18 32.13 54.1104 28.4098 15 67 403 1 0.5
10006407 10006407 "Male" "Hispanic" 70.92 "Spring kindergarten" 0.0362 "none" 51 46.213 64.131 21.5566 14 108 470 1 0.5
10006512 10006512 "Male" "White" 81.5 "Spring kindergarten" -0.845 "none" 31 53.0587 68.7986 41.2615 18 112 489 1 0.5
10006540 10006540 "Male" "Black" 70.39 "Spring kindergarten" . . 38 32.9239 58.9412 27.9738 15 83 419 1 0.5
10006601 10006601 "Male" "White" 75.91 "Spring kindergarten" 0.8701 "center" . 45.3159 67.261 36.915 17 107 476 1 0.5
10006602 10006602 "Male" "other" 75.85 "Spring kindergarten" -0.83 "none" 22 45.2303 73.2774 41.4976 17 111 483 1 0.5
10006605 10006605 "Male" "other" 77.79 "Spring kindergarten" -0.673 "none" 20 59.5058 59.9245 48.952 16 88 448 1 0.5
10006608 10006608 "Female" "White" 74.83 "Spring kindergarten" 0.1626 "center" 10 52.7698 75.5913 34.3279 18 72 410 1 0.5
10006675 10006675 "Female" "White" 68.42 "Spring kindergarten" -0.197 "center" 24 53.5485 65.9525 34.2198 15 115 476 1 0.5
10006679 10006679 "Female" "White" 66.02 "Spring kindergarten" 0.9313 "center" 3 32.5862 54.8597 28.1757 15 79 403 1 0.5
